Time [s],Velocity [km/h],Acceleration [m/s^2],Battery_Voltage [V]
2000.6,44.68276,-0.53666,381.2
2000.7,44.51229,-0.48734,381.21401
2000.8,44.33427,-0.54679,381.26402
2000.9,44.14537,-0.49693,381.3701
2001,44.00754,-0.50228,381.6201
2001.1,43.84513,-0.57163,381.85608
2001.2,43.64203,-0.58529,382.05608
2001.3,43.43275,-0.53693,382.21402
2001.4,43.19498,-0.55193,382.26402
2001.5,43.0183,-0.62479,382.28598
2001.6,42.79347,-0.58,382.23598
2001.7,42.60119,-0.58507,382.21403
2001.8,42.32813,-0.6203,382.26403
2001.9,42.125,-0.64957,382.3
2002,42.01563,-0.55543,382.3
2002.1,41.69967,-0.56179,382.31403
2002.2,41.29342,-0.62508,382.36404
2002.3,41.125,-0.57961,382.38596
2002.4,41.125,-0.47765,382.33596
2002.5,41.00736,-0.7,382.28596
2002.6,40.73692,-0.65988,382.23596
2002.7,40.41232,-0.52169,382.17192
2002.8,40.21398,-0.49197,382.07192
2002.9,40.05898,-0.55511,381.94384
2003,39.90273,-0.4566,381.74383
2003.1,39.73694,-0.40232,381.6
2003.2,39.62753,-0.45184,381.6
2003.3,39.44959,-0.43216,381.6
2003.4,39.27165,-0.49198,381.6
2003.5,39.16229,-0.60032,381.61405
2003.6,39,-0.6046,381.66405
2003.7,38.81853,-0.5228,381.92488
2003.8,38.59375,-0.80068,382.72488
2003.9,38.37991,-0.86409,383.32811
2004,38.03849,-0.75591,383.42812
2004.1,37.75242,-0.90985,383.5
2004.2,37.49639,-0.83422,383.5
2004.3,37.20552,-0.74068,383.41561
2004.4,36.87019,-0.80914,383.11561
2004.5,36.62138,-0.59951,382.70308
2004.6,36.52044,-0.422,382.00305
2004.7,36.33412,-0.42708,381.48593
2004.8,36.19348,-0.38603,381.43593
2004.9,36.09856,-0.21183,381.31558
2005,36.02643,-0.19218,381.01556
2005.1,35.9375,-0.222,380.8
2005.2,35.84007,-0.24236,380.8
2005.3,35.77642,-0.27148,380.75777
2005.4,35.65142,-0.17691,380.60777
2005.5,35.61904,-0.15691,380.48592
2005.6,35.55767,-0.13691,380.43592
2005.7,35.48921,-0.11182,380.38592
2005.8,35.42671,-0.10746,380.33592
2005.9,35.39657,-0.15146,380.28591
2006,35.36421,-0.09255,380.23592
2006.1,35.32218,-0.16672,380.18591
2006.2,35.3099,-0.122,380.13591
2006.3,35.2139,-0.07666,380.00139
2006.4,35.29203,0.03613,379.65146
2006.5,35.21875,-0.04238,379.44219
2006.6,35.21283,-0.102,379.59213
2006.7,35.21981,-0.06633,379.67192
2006.8,35.26563,0.02781,379.57185
2006.9,35.24514,-0.002,379.5
2007,35.20902,0.0082,379.5
2007.1,35.19236,0.02781,379.4859
2007.2,35.16319,0.00819,379.43591
2007.3,35.11424,-0.00788,379.38592
2007.4,35.08401,-0.09609,379.3359
2007.5,35.07224,0.04769,379.25769
2007.6,35.07224,0.0709,379.10769
2007.7,35.11425,0.03612,378.9859
2007.8,35.18262,0.02342,378.93589
2007.9,35.2285,0.13049,378.85767
2008,35.29688,0.07131,378.70768
2008.1,35.30663,0.116,378.6
2008.2,35.42188,0.05018,378.6
2008.3,35.46875,-0.07617,378.58588
2008.4,35.50881,0.12621,378.53588
2008.5,35.57324,0.17642,378.5
2008.6,35.60259,0.21047,378.5
2008.7,35.73045,0.14621,378.5
2008.8,35.78615,0.08455,378.5
2008.9,35.86916,-0.09569,378.48587
2009,35.90042,0.16622,378.43587
2009.1,35.95802,0.196,378.38587
2009.2,36.00979,0.19089,378.33587
2009.3,36.13969,0.17089,378.28587
2009.4,36.15625,0.17645,378.23587
2009.5,36.23928,0.21556,378.2
2009.6,36.30179,0.156,378.2
2009.7,36.37411,0.15089,378.18587
2009.8,36.47455,0.12066,378.13587
2009.9,36.50492,0.08622,378.11414
2010,36.54688,0.12623,378.16414
2010.1,36.60358,0.15089,378.18586
2010.2,36.65541,0.18714,378.13586
2010.3,36.71297,0.31554,378.11415
2010.4,36.79603,0.25088,378.16415
2010.5,36.84375,0.22577,378.18585
2010.6,36.89555,0.20623,378.13585
2010.7,36.93667,0.22577,378.11415
2010.8,37.03125,0.18064,378.16415
2010.9,37.05757,0.15135,378.2
2011,37.15049,0.19088,378.2
2011.1,37.25987,0.176,378.2
2011.2,37.35362,0.15041,378.2
2011.3,37.39556,0.10159,378.2
2011.4,37.44737,0.19136,378.2
2011.5,37.53619,0.22064,378.2
2011.6,37.60364,0.16576,378.2
2011.7,37.70313,0.12576,378.2
2011.8,37.76563,0.11649,378.2
2011.9,37.84869,0.18624,378.22833
2012,37.89558,0.175,378.32834
2012.1,37.9375,0.056,378.42834
2012.2,37.96303,0.03604,378.52834
2012.3,38.04116,-0.00717,378.62834
2012.4,38.06746,0.03139,378.72835
2012.5,38.08805,0.01288,378.82835
2012.6,38.10938,0.01799,378.92835
2012.7,38.14063,0.05092,379.02835
2012.8,38.15625,-0.022,379.12836
2012.9,38.21948,-0.022,379.21418
2013,38.20313,-0.02713,379.26418
2013.1,38.21875,-0.03688,379.3
2013.2,38.21307,-0.03738,379.3
2013.3,38.24502,-0.07687,379.3
2013.4,38.21307,-0.08251,379.3
2013.5,38.27061,-0.1215,379.3
2013.6,38.25498,-0.06713,379.3
2013.7,38.28056,-0.07174,379.3
2013.8,38.27128,-0.042,379.3
2013.9,38.29619,-0.03688,379.3
2014,38.26064,-0.03227,379.3
2014.1,38.26563,-0.04661,379.35678
2014.2,38.29755,-0.02253,379.55679
2014.3,38.29189,-0.082,379.7426
2014.4,38.22873,-0.12821,379.89261
2014.5,38.17688,-0.25687,380.09944
2014.6,38.05188,-0.25226,380.44944
2014.7,37.96376,-0.29226,380.75682
2014.8,37.85376,-0.3528,380.95683
2014.9,37.72936,-0.45226,381.14263
2015,37.59433,-0.50202,381.29263
2015.1,37.42689,-0.52972,381.4
2015.2,37.28184,-0.4574,381.4
2015.3,37.13057,-0.502,381.41421
2015.4,36.9269,-0.4712,381.4642
2015.5,36.75055,-0.40767,381.5142
2015.6,36.61495,-0.47686,381.56421
2015.7,36.39565,-0.45687,381.62844
2015.8,36.32362,-0.46716,381.72843
2015.9,36.08425,-0.54,381.81421
2016,35.89671,-0.50455,381.86422
2016.1,35.69358,-0.43742,381.9
2016.2,35.48438,-0.54,381.9
2016.3,35.30243,-0.56569,381.92844
2016.4,35.07309,-0.66055,382.02845
2016.5,34.9274,-0.67891,382.12846
2016.6,34.75,-0.59084,382.22846
2016.7,34.59979,-0.65946,382.3
2016.8,34.34928,-0.62056,382.3
2016.9,34.125,-0.64919,382.3
2017,33.97018,-0.59599,382.3
2017.1,33.73485,-0.67945,382.3
2017.2,33.5625,-0.65082,382.3
2017.3,33.32307,-0.68866,382.3
2017.4,33.16174,-0.58114,382.3
2017.5,32.89063,-0.7,382.35698
2017.6,32.63602,-0.70514,382.55698
2017.7,32.4067,-0.75596,382.74274
2017.8,32.16217,-0.90116,382.89274
2017.9,31.94806,-0.95317,383.0285
2018,31.63556,-0.78571,383.1285
2018.1,31.40666,-0.84458,383.2285
2018.2,31.16843,-0.84628,383.3285
2018.3,30.84416,-0.93373,383.4285
2018.4,30.50629,-0.86631,383.52851
2018.5,30.12538,-1.07343,383.77107
2018.6,29.8133,-1.18489,384.3711
2018.7,29.2875,-1.45976,384.98539
2018.8,28.7668,-1.74751,385.63542
2018.9,28.12613,-1.83426,386.04294
2019,27.47965,-1.66115,385.84294
2019.1,26.86045,-1.68629,385.68573
2019.2,26.25617,-1.7057,385.63573
2019.3,25.64168,-1.71716,385.57146
2019.4,25.0065,-1.84115,385.47146
2019.5,24.4487,-1.90752,385.37146
2019.6,23.92764,-1.92719,385.27145
2019.7,23.30266,-1.61258,385.17145
2019.8,22.77167,-1.75539,385.07145
2019.9,22.10559,-1.696,384.97145
2020,21.38677,-1.6857,384.87144
2020.1,20.80831,-1.64055,384.77144
2020.2,20.2557,-1.60116,384.67144
2020.3,19.73042,-1.65726,384.55716
2020.4,19.05257,-1.78632,384.40715
2020.5,18.52128,-1.816,384.28571
2020.6,17.92753,-1.79019,384.23571
2020.7,17.27136,-1.73663,384.15713
2020.8,16.65678,-1.81149,384.00713
2020.9,15.92788,-1.94839,383.85713
2021,15.20975,-2.32711,383.70713
2021.1,14.31863,-2.66749,383.54284
2021.2,13.37084,-2.71716,383.34283
2021.3,12.4174,-2.72167,383.14282
2021.4,11.41248,-2.71267,382.94282
2021.5,10.44351,-2.73584,382.74282
2021.6,9.55289,-2.6785,382.54281
2021.7,8.57365,-2.79651,382.3571
2021.8,7.63116,-2.73132,382.20709
2021.9,6.72467,-2.703,382.02848
2022,5.79237,-2.75068,381.77848
2022.1,4.907,-2.60153,381.55708
2022.2,4.06842,-2.44682,381.40708
2022.3,3.27149,-2.15113,381.25707
2022.4,2.61504,-1.7629,381.10706
2022.5,2.03156,-1.40866,380.98568
2022.6,1.56284,-1.10115,380.93569
2022.7,1.2342,-0.9075,380.88568
2022.8,1.01563,-0.77859,380.83568
2022.9,0.82827,-0.62894,380.81432
2023,0.70313,-0.50894,380.86432
2023.1,0.67188,-0.41483,380.88568
2023.2,0.5,-0.30738,380.83568
2023.3,0.28125,-0.00576,380.81432
2023.4,0.23427,0.07728,380.86433
2023.5,0.14579,-0.01825,380.88567
2023.6,0.15625,-0.122,380.83567
2023.7,0.13545,-0.09098,380.81433
2023.8,0.11983,-0.00718,380.86433
2023.9,0.09375,-0.0479,380.88567
2024,0.07813,-0.09611,380.83567
2024.1,0.07813,-0.03235,380.81433
2024.2,0.07295,-0.07753,380.86433
2024.3,0,-0.11164,380.88567
2024.4,0,-0.07682,380.83567
2024.5,0,-0.062,380.8
2024.6,0,-0.062,380.8
2024.7,0,-0.05682,380.8
2024.8,0,-0.04719,380.8
2024.9,0,-0.05164,380.8
2025,0,-0.022,380.8
2025.1,0,-0.03237,380.8
2025.2,0,-0.05163,380.8
2025.3,0,-0.02719,380.8
2025.4,0,-0.05756,380.8
2025.5,0,-0.09163,380.8
2025.6,0,-0.05682,380.8
2025.7,0,-0.04719,380.8
2025.8,0,-0.06719,380.8
2025.9,0,-0.082,380.8
2026,0,-0.082,380.8
2026.1,0,-0.06643,380.78564
2026.2,0,-0.04277,380.73564
2026.3,0,-0.08124,380.71437
2026.4,0,-0.03757,380.76436
2026.5,0,-0.07681,380.8
2026.6,0,-0.062,380.8
2026.7,0,-0.05681,380.8
2026.8,0,-0.04719,380.8
2026.9,0,-0.06719,380.8
2027,0,-0.0768,380.8
2027.1,0,-0.07239,380.8
2027.2,0,-0.09681,380.8
2027.3,0,-0.082,380.8
2027.4,0,-0.07681,380.8
2027.5,0,-0.0568,380.8
2027.6,0,-0.042,380.8
2027.7,0,-0.0472,380.8
2027.8,0,-0.062,380.8
2027.9,0,-0.062,380.78562
2028,0,-0.05681,380.73562
2028.1,0,-0.0472,380.71438
2028.2,0,-0.0516,380.76439
2028.3,0,-0.0324,380.78561
2028.4,0,-0.062,380.73561
2028.5,0,-0.0516,380.71439
2028.6,0,-0.0324,380.7644
2028.7,0,-0.0672,380.7856
2028.8,0,-0.0872,380.7356
2028.9,0,-0.08119,380.7144
2029,0,-0.04283,380.7644
2029.1,0,-0.08639,380.7856
2029.2,0,-0.05241,380.7356
2029.3,0,-0.0872,380.71441
2029.4,0,-0.09679,380.76441
2029.5,0,-0.0768,380.78559
2029.6,0,-0.06721,380.73559
2029.7,0,-0.07159,380.71441
2029.8,0,-0.05242,380.76441
2029.9,0,-0.082,380.78559
2030,0,-0.07159,380.73559
2030.1,0,-0.06282,380.71442
2030.2,0,-0.1012,380.76442
2030.3,0,-0.04721,380.78558
2030.4,0,-0.06721,380.73558
2030.5,0,-0.07679,380.71442
2030.6,0,-0.0724,380.76442
2030.7,0,-0.08637,380.78557
2030.8,0,-0.05764,380.73558
2030.9,0,-0.09157,380.71443
2031,0,-0.06721,380.76443
2031.1,0,-0.07157,380.8
2031.2,0,-0.042,380.8
2031.3,0,-0.04721,380.8
2031.4,0,-0.06722,380.8
2031.5,0,-0.07157,380.8
2031.6,0,-0.042,380.8
2031.7,0,-0.05243,380.78556
2031.8,0,-0.082,380.73556
2031.9,0,-0.07679,380.71444
2032,0,-0.05678,380.76444
2032.1,0,-0.03678,380.8
2032.2,0,-0.04286,380.8
2032.3,0,-0.08635,380.8
2032.4,0,-0.042,380.8
2032.5,0,-0.05766,380.8
2032.6,0,-0.08634,380.8
2032.7,0,-0.05243,380.8
2032.8,0,-0.082,380.8
2032.9,0,-0.07678,380.8
2033,0,-0.05678,380.8
2033.1,0,-0.05244,380.8
2033.2,0,-0.082,380.8
2033.3,0,-0.07155,380.8
2033.4,0,-0.04722,380.8
2033.5,0,-0.062,380.8
2033.6,0,-0.06722,380.8
2033.7,0,-0.06633,380.78556
2033.8,0,-0.03768,380.73554
2033.9,0,-0.07677,380.71447
2034,0,-0.06723,380.76447
2034.1,0,-0.07155,380.8
2034.2,0,-0.05768,380.8
2034.3,0,-0.09677,380.8
2034.4,0,-0.07677,380.8
2034.5,0,-0.06723,380.78553
2034.6,0,-0.082,380.73553
2034.7,0,-0.07678,380.71448
2034.8,0,-0.05678,380.76448
2034.9,0,-0.042,380.78553
2035,0,-0.042,380.73554
2035.1,0,-0.03677,380.71446
2035.2,0,-0.0377,380.76447
2035.3,0,-0.082,380.78552
2035.4,0,-0.04014,380.73552
2035.5,0,0.08323,380.7
2035.6,0,0.12364,380.7
2035.7,0,0.21692,380.68551
2035.8,0,0.28647,380.63551
2035.9,0,0.33693,380.58552
2036,0.10938,0.42216,380.53551
2036.1,0.5625,0.52217,380.4855
2036.2,0.82389,0.63735,380.43551
2036.3,1.1154,0.78542,380.35652
2036.4,1.41767,0.90019,380.2065
2036.5,1.80229,1.02114,380.04198
2036.6,2.25122,1.21633,379.84197
2036.7,2.77227,1.42342,379.64196
2036.8,3.37148,1.5382,379.44196
2036.9,3.98088,1.612,379.25647
2037,4.59567,1.612,379.10646
2037.1,5.24111,1.58581,378.95646
2037.2,5.83009,1.54343,378.80646
2037.3,6.44482,1.60054,378.67097
2037.4,7.05906,1.50151,378.57098
2037.5,7.60589,1.45627,378.51451
2037.6,8.13711,1.35486,378.56452
2037.7,8.62636,1.15733,378.6726
2037.8,9.05302,1.01206,378.92258
2037.9,9.4015,0.86252,379.12903
2038,9.6882,0.73256,379.22905
2038.1,9.91241,0.63172,379.28547
2038.2,10.18276,0.676,379.23547
2038.3,10.45384,0.72795,379.06922
2038.4,10.73506,0.9422,378.6192
2038.5,11.12642,1.21217,378.14012
2038.6,11.65224,1.44249,377.59012
2038.7,12.20533,1.55593,377.08371
2038.8,12.82488,1.78675,376.68369
2038.9,13.49754,1.772,376.3273
2039,14.12103,1.76675,376.07728
2039.1,14.78893,1.77247,375.85637
2039.2,15.43977,1.80954,375.70637
2039.3,16.01248,1.73625,375.57091
2039.4,16.61554,1.68675,375.4709
2039.5,17.23594,1.66149,375.4291
2039.6,17.78284,1.57949,375.5291
2039.7,18.28359,1.36426,375.7746
2039.8,18.73597,1.09519,376.3746
2039.9,19.11564,0.88451,376.90186
2040,19.41172,0.84094,377.25187
2040.1,19.67818,0.64125,377.60189
2040.2,19.85005,0.61399,377.95191
2040.3,20.04221,0.42767,378.33104
2040.4,20.07894,0.21497,378.78104
2040.5,20.09922,0.14076,379.1728
2040.6,19.99069,0.0612,379.4228
2040.7,19.99916,-0.09982,379.65824
2040.8,19.86951,-0.23045,379.85825
2040.9,19.77576,-0.16304,380.07283
2041,19.66551,-0.27407,380.32283
2041.1,19.46239,-0.42,380.51457
2041.2,19.25925,-0.42526,380.56457
2041.3,19.06713,-0.46104,380.62914
2041.4,18.93663,-0.54104,380.72915
2041.5,18.72799,-0.6,380.81457
2041.6,18.53675,-0.62629,380.86457
2041.7,18.47426,-0.69475,380.9
2041.8,18.40074,-0.64842,380.9
2041.9,18.39523,-0.60211,380.91458
2042,18.42188,-0.68851,380.96458
2042.1,18.34375,-0.63128,380.98542
2042.2,18.25551,-0.42376,380.93542
2042.3,18.01837,0.00558,380.88541
2042.4,18.17606,-1.02288,380.83541
2042.5,18.11583,-0.53099,380.75623
2042.6,18.10867,-0.19591,380.60623
2042.7,18.01656,-0.20496,380.51459
2042.8,17.92645,-0.42956,380.56459
2042.9,17.52115,-0.39006,380.6
2043,17.43655,-0.3251,380.6
2043.1,17.42091,-0.19037,380.55621
2043.2,17.36393,-0.13888,380.40621
2043.3,17.22591,-0.19455,380.2562
2043.4,17.125,-0.07255,380.1062
2043.5,17.01563,-0.09146,379.86859
2043.6,17.04759,-0.01982,379.41857
2043.7,17.10232,0.17126,378.93935
2043.8,17.36492,0.40764,378.38934
2043.9,17.66734,0.496,377.89776
2044,17.9708,0.50655,377.54774
2044.1,18.20971,0.55182,377.27078
2044.2,18.55905,0.596,377.17077
2044.3,18.96531,0.60655,377.02692
2044.4,19.38246,0.68295,376.77691
2044.5,19.72639,0.77758,376.58538
2044.6,20.07015,0.70714,376.53538
2044.7,20.44307,0.76816,376.48538
2044.8,20.86252,0.74827,376.43539
2044.9,21.26223,0.90984,376.37079
2045,21.62164,0.89066,376.27077
2045.1,22.10602,0.74568,376.15613
2045.2,22.4453,0.83928,376.00613
2045.3,22.90402,0.85928,375.82689
2045.4,23.3125,0.95321,375.57687
2045.5,23.77789,1.21044,375.25371
2045.6,24.22544,1.30144,374.75376
2045.7,24.65742,1.31954,374.2099
2045.8,25.24788,1.50483,373.55977
2045.9,25.836,1.63087,372.99753
2046,26.42088,1.60372,372.64757
2046.1,27.06153,1.68672,372.31221
2046.2,27.69659,1.66144,372.01218
2046.3,28.3472,1.64786,371.75608
2046.4,28.93977,1.69729,371.60607
2046.5,29.56036,1.69086,371.42678
2046.6,30.21663,1.65315,371.17678
2046.7,30.77472,1.712,370.94142
2046.8,31.38412,1.71729,370.74141
2046.9,31.97229,1.73676,370.52675
2047,32.60173,1.73466,370.27673
2047.1,33.23808,1.68142,370.1
2047.2,33.86178,1.652,370.1
2047.3,34.48244,1.61497,370.02672
2047.4,34.98758,1.52787,369.77671
2047.5,35.59296,1.5032,369.79058
2047.6,36.31054,1.37551,370.44058
2047.7,36.9375,1.44674,370.94398
2047.8,37.37179,1.154,371.09399
2047.9,37.74688,1.064,371.62531
2048,38.10188,0.76106,373.07538
2048.1,38.40189,0.59865,374.30538
2048.2,38.64188,0.50309,375.00538
2048.3,38.82942,0.34542,375.71994
2048.4,38.9175,0.29482,376.46957
2048.5,38.97312,0.16768,377.2632
2048.6,38.95876,-0.03259,378.16333
2048.7,39.05378,-0.13084,379.28293
2048.8,38.9918,-0.46984,380.93285
2048.9,38.66362,-0.92713,382.48048
2049,38.35982,-1.13739,383.7808
2049.1,37.7817,-1.47382,384.99319
2049.2,37.36673,-1.78013,385.99349
2049.3,36.67623,-1.73071,386.67063
2049.4,36.1964,-1.72659,386.57063
2049.5,35.52166,-1.74012,386.48532
2049.6,34.88546,-1.73308,386.43533
2049.7,34.24036,-1.82541,386.38533
2049.8,33.74594,-1.78011,386.33532
2049.9,33.19049,-1.69361,386.24124
2050,32.67916,-1.5919,386.04125
2050.1,32.06272,-1.65189,385.87063
2050.2,31.44913,-1.6907,385.77062
2050.3,31.02424,-1.63945,385.62653
2050.4,30.57543,-1.4903,385.37656
2050.5,30.01727,-1.43164,385.18531
2050.6,29.56702,-1.66776,385.13531
2050.7,29.01853,-1.67709,385.02651
2050.8,28.6166,-1.458,384.77653
2050.9,28.13923,-1.352,384.43839
2051,27.73864,-1.0633,383.8883
2051.1,27.43903,-0.98838,383.29413
2051.2,27.22302,-0.66051,382.59413
2051.3,27.02557,-0.40874,381.89412
2051.4,26.91054,-0.30079,381.19408
2051.5,26.80823,-0.18365,380.62645
2051.6,26.82813,-0.05383,380.37643
2051.7,26.8267,-0.12609,379.71441
2051.8,26.8409,0.18744,378.06441
2051.9,27.09666,1.05549,376.32609
2052,27.67475,1.44508,374.37599
2052.1,28.34099,1.71882,372.7056
2052.2,28.95325,2.02227,371.7056
2052.3,29.6876,1.90061,370.89695
2052.4,30.35384,1.92469,370.54694
2052.5,31.12521,1.93654,370.09385
2052.6,31.92482,2.00469,369.39385
2052.7,32.68777,1.99531,368.78219
2052.8,33.50455,2.03123,368.38215
2052.9,34.27587,2.09,367.96739
2053,35.13107,2.10062,367.51741
2053.1,36.01029,2.13,367.09688
2053.2,36.87538,2.10876,366.74684
2053.3,37.66799,2.03938,366.44104
2053.4,38.43626,2.03124,366.24104
2053.5,39.17492,2.04217,366.05578
2053.6,39.91649,1.95782,365.90578
2053.7,40.76615,2.05282,365.8
2053.8,41.63123,1.92341,365.8
2053.9,42.37969,1.73891,366.30136
2054,43.03439,1.3475,368.00144
2054.1,43.49743,1.10868,369.39175
2054.2,44.03442,1.07806,370.04175
2054.3,44.51882,0.99149,370.5
2054.4,45.01877,0.87932,370.5
2054.5,45.40368,0.91528,370.36721
2054.6,45.87411,1.02129,369.91721
2054.7,46.39956,1.14138,369.37866
2054.8,46.87983,1.10721,368.62863
2054.9,47.42511,1.17856,368.0262
2055,47.95223,1.38008,367.7762
2055.1,48.56165,1.30264,367.54096
2055.2,49.08881,1.332,367.34095
2055.3,49.63401,1.36394,367.2
2055.4,50.18093,1.40409,367.2
2055.5,50.6908,1.22412,367.55438
2055.6,51.17111,1.00201,368.75444
2055.7,51.69657,0.754,369.88063
2055.8,52.10528,0.7061,370.83063
2055.9,52.41946,0.53727,371.81017
2056,52.74759,0.42535,372.86017
2056.1,52.98606,0.25815,373.82157
2056.2,53.11275,0.03719,374.57165
2056.3,53.17019,0.24225,375.29214
2056.4,53.29859,-0.26404,375.94214
2056.5,53.60696,0.0787,376.42956
2056.6,53.66782,-0.08208,376.52955
2056.7,53.66843,-0.20472,376.73299
2056.8,53.77717,-0.06522,377.18303
2056.9,53.9375,0.04666,377.51479
2057,54.05093,0.04934,377.56479
2057.1,53.89234,-0.03413,377.67392
2057.2,53.97859,-0.16328,377.92392
2057.3,54.03878,-0.42069,378.15915
2057.4,53.9647,-0.30867,378.35917
2057.5,53.96701,-0.16733,378.5
2057.6,54.04911,-0.21399,378.5
2057.7,54.12677,-0.27001,378.5
2057.8,54.1134,-0.22467,378.5
2057.9,54.19732,-0.28867,378.48523
2058,54.21473,-0.15267,378.43521
2058.1,54.23617,-0.19801,378.3852
2058.2,54.34375,-0.21533,378.3352
2058.3,54.28303,-0.21669,378.3
2058.4,54.46213,-0.38998,378.3
2058.5,54.49554,-0.35003,378.226
2058.6,54.66607,-0.40192,377.976
2058.7,54.54066,-0.14466,377.8148
2058.8,54.71656,-0.0372,377.86481
2058.9,54.88081,-0.024,377.84077
2059,54.90807,-0.04483,377.64079
2059.1,54.86304,-0.11801,377.52961
2059.2,55.117,-0.04513,377.62963
2059.3,55.2405,0.05763,377.7
2059.4,55.26164,-0.43516,377.7
2059.5,55.14063,-0.13132,377.75928
2059.6,55.26165,-0.07585,377.95929
2059.7,55.49603,-0.05151,378.07035
2059.8,55.43353,-0.18734,377.97035
2059.9,55.35168,-0.19666,377.92965
2060,55.38083,-0.12913,378.02966
2060.1,55.56646,-0.05296,378.05551
2060.2,55.66417,-0.23666,377.90551
2060.3,55.64252,-0.1691,377.81483
2060.4,55.67188,-0.024,377.86483
2060.5,55.73247,-0.02881,377.9
2060.6,55.75585,-0.06874,377.9
2060.7,55.74606,-0.02489,377.94452
2060.8,55.71676,0.13067,378.09452
2060.9,55.7324,-0.26317,378.25936
2061,55.70313,-0.12876,378.45936
2061.1,55.77149,-0.18595,378.79293
2061.2,55.77144,-0.19014,379.44296
2061.3,55.61913,-0.38087,379.92969
2061.4,55.44726,-0.50452,380.02969
2061.5,55.33387,-0.39131,380.23361
2061.6,55.31637,-0.39404,380.68363
2061.7,55.03713,-0.48734,381.05939
2061.8,54.86525,-0.54968,381.25937
2061.9,54.74008,-0.64785,381.4
2062,54.56635,-0.54983,381.4
2062.1,54.27536,-0.52736,381.4
2062.2,54.14448,-0.55218,381.4
2062.3,53.95677,-0.55374,381.26637
2062.4,53.70902,-0.46592,380.81631
2062.5,53.60529,-0.37908,380.38112
2062.6,53.50383,-0.28346,379.98112
2062.7,53.46669,-0.342,379.65542
2062.8,53.34375,-0.28837,379.50541
2062.9,53.22639,-0.19028,379.38513
2063,53.07222,-0.3059,379.33513
2063.1,52.95903,-0.26737,379.3
2063.2,52.91216,-0.282,379.3
2063.3,52.74789,-0.25518,379.3
2063.4,52.58584,-0.16052,379.3
2063.5,52.58957,-0.13958,379.28512
2063.6,52.43369,-0.21516,379.23513
2063.7,52.2538,-0.10979,379.18512
2063.8,52.29262,-0.08109,379.13512
2063.9,52.11529,-0.18832,378.99584
2064,52.03336,-0.04737,378.64584
2064.1,51.95855,-0.10496,378.4
2064.2,51.77629,-0.17904,378.4
2064.3,51.77747,-0.05126,378.34046
2064.4,51.75757,-0.11874,378.14045
2064.5,51.60505,-0.26436,377.98511
2064.6,51.53718,0.0775,377.93511
2064.7,51.62124,0.10914,377.79574
2064.8,51.58782,0.04675,377.44574
2064.9,51.60127,0.076,377.14042
2065,51.55656,0.08675,376.94041
2065.1,51.5,0.12675,376.7106
2065.2,51.50375,0.16138,376.4106
2065.3,51.5625,0.17062,376.1702
2065.4,51.60564,0.16138,376.07019
2065.5,51.57,0.176,375.97019
2065.6,51.61906,0.2029,375.87018
2065.7,51.625,0.27063,375.8
2065.8,51.69125,0.23986,375.8
2065.9,51.65625,0.19062,375.87455
2066,51.72246,0.12274,376.12455
2066.1,51.5543,0.02045,376.35964
2066.2,51.51563,0.195,376.55965
2066.3,51.51563,0.39863,376.7
2066.4,51.59971,0.38232,376.7
2066.5,51.65397,-0.00498,376.71492
2066.6,51.70313,-0.05662,376.76492
2066.7,51.75369,0.04895,376.85968
2066.8,51.67557,0.19426,377.05968
2066.9,51.61673,-0.04489,377.2
2067,51.64063,0.06138,377.2
2067.1,51.57813,0.04963,377.24478
2067.2,51.5409,-0.01662,377.39478
2067.3,51.51563,0.01361,377.54479
2067.4,51.42321,0.04522,377.69479
2067.5,51.33411,0.02677,377.84479
2067.6,51.32813,0.06139,377.99479
2067.7,51.19947,0.08138,378.14479
2067.8,51.1479,0.01571,378.2948
2067.9,51.1732,-0.16427,378.54935
2068,50.90396,-0.07278,379.04935
2068.1,50.70912,-0.1882,379.48961
2068.2,50.63099,-0.35192,379.78963
2068.3,50.30414,-0.16739,380.11953
2068.4,50.12986,-0.05852,380.51955
2068.5,49.85938,-0.09982,380.77011
2068.6,49.59621,-0.80162,380.67011
2068.7,49.20313,-0.04582,380.57011
2068.8,49.23798,-0.40238,380.4701
2068.9,49.03726,-0.56122,380.38505
2069,48.64422,-0.41279,380.33505
2069.1,48.31852,-0.37727,380.19534
2069.2,48.23313,-0.14806,379.84533
2069.3,47.98438,-0.07207,379.55514
2069.4,47.79688,-0.28358,379.40514
2069.5,47.625,-0.36359,379.3
2069.6,47.56853,-0.37344,379.3
2069.7,47.36273,-0.19347,379.19529
2069.8,47.15625,-0.0566,378.8453
2069.9,47.07813,-0.00478,378.57009
2070,46.78341,0.05876,378.47008
2070.1,46.68539,-0.02097,378.32517
2070.2,46.77128,0.07376,378.07516
2070.3,46.53583,0.04703,377.81018
2070.4,46.44001,-0.16757,377.51018
2070.5,46.43646,0.24993,377.16526
2070.6,46.44002,0.34201,376.71524
2070.7,46.47683,0.24455,376.11546
2070.8,46.44808,0.4192,375.16541
2070.9,46.63105,0.5198,374.11052
2071,46.73945,0.5565,372.81052
2071.1,46.95469,0.7794,371.61537
2071.2,47.31154,0.83181,370.66532
2071.3,47.54336,1.00367,369.85015
2071.4,47.83863,1.1866,369.35015
2071.5,48.2213,1.15579,368.97003
2071.6,48.52426,1.06931,368.87002
2071.7,48.92349,1.06687,368.75503
